Size (bp),CT_PD1,NE_MRL1, YC_PD1,CT_Large3,CT_PD2,NE_MRL2, YC_PD2,CT_PD3,NE_MRL3, YC_PD3,CT_MRL1,NE_PD1, YC_MRL1,CT_MRL2,NE_PD2, YC_MRL2,CT_MRL3,NE_PD3, YC_MRL3,CT_Large1,NE_Large1, YC_Large1,CT_Large2,NE_Large2, YC_Large2,NE_Large3,YC_Large3
553.53,17.42,29.08,23.39,203.35,22.3,26.09,37.68,22.66,27.33,27.75,25.43,22.22,49.2,25.58,29.23,21.88,18.1,25.03,18,262.91,243.59,312.18,206.91,295.85,271.49,131.02,245.37
554.54,15.61,28.82,23.21,201.93,21.52,25.82,37.52,22.54,26.92,26.01,24.43,23.09,48.81,23.97,27.83,20.84,17.81,24.34,17.39,261.72,242.01,311.51,205.66,294.73,269.04,130.37,244.02
555.55,14.86,28.16,23.32,199.31,21.25,26.07,37.03,23.38,27.05,24.69,25.64,22.86,49.03,23.34,25.02,19.65,17.69,23.27,17.33,260.22,239.86,309.43,205.1,292.23,266.22,128.82,243
556.56,15.3,27.23,23.3,196.64,21.31,26.56,36.21,25.07,27.11,23.75,27.36,22.33,49.55,22.95,23.28,18.37,18.3,21.85,18.14,258.13,237.3,307.01,205.34,289.88,263.68,127.06,241.61
557.57,16.14,25.95,23.12,195.11,21.44,26.48,35.18,26.27,26.55,22.94,27.8,22.79,49.66,22.67,23.29,17.42,18.83,21.19,18.92,255.31,234.67,304.98,205.07,287.86,262.29,126.03,239.83
558.58,16.95,24.7,23.26,194.3,21.55,25.62,34.69,26.38,25.99,22.06,26.89,24.09,48.93,22.69,23.6,17.42,18.72,22.03,18.74,252.37,232.61,302.66,203.36,286.27,261.93,125.51,238.5
559.59,17.64,24.25,23.45,193.03,21.55,24.37,34.92,25.92,25.96,21.33,25.7,24.67,48.08,23.08,23.73,18.12,18.29,23.02,17.67,249.95,231.49,299.61,200.59,285.36,261.51,124.36,237.81
560.6,18.23,24.76,23.64,191.15,21.5,23.4,34.84,25.39,26.19,21.21,24.88,23.9,48.12,23.63,24.41,18.56,17.61,22.65,16.44,247.99,230.76,296.96,197.53,284.52,259.93,122.56,236.91
561.61,18.87,25.59,23.95,189.86,21.73,23.43,34.11,25.05,26.39,21.78,24.21,22.74,48.16,23.77,25.35,18.59,16.37,21.47,15.94,246.31,229.7,295.55,194.4,282.35,256.95,121.22,235.02
562.62,19.29,26.2,24.17,189.57,22.32,24.44,33.61,25.09,26.57,22.41,23.62,21.79,49.01,23.44,25.58,19,15.14,21.01,16.67,244.69,228.13,294.35,191.52,278.78,253.5,120.57,232.36
563.63,19.26,26.72,23.76,188.87,22.89,25.52,33.59,24.84,26.99,22.4,23.74,20.72,49.51,23.28,25.21,19.86,14.74,21.95,17.66,242.43,226.43,292.23,189.65,275.59,250.69,119.91,229.47
564.64,19.31,27,22.08,186.67,23.06,25.74,33.7,23.54,27.41,22.06,24.76,20.06,49.25,23.58,25.07,20.27,14.95,23.54,17.42,238.96,225.62,289.56,188.87,273.88,248.6,119.21,226.34
565.65,19.74,26.64,20.15,183.89,22.84,24.8,33.77,22.26,26.72,22.26,25.57,21.05,49.27,23.82,25.44,19.58,14.82,24.49,16.03,235.28,226.23,287.06,188.27,272.47,246.64,119.12,223.34
566.66,20.01,26.15,19.39,181.98,22.41,23.18,33.61,22.35,25.08,23,25.53,23.36,50.94,23.44,25.79,18.23,14.09,24.18,14.56,233.31,226.6,285.03,187.05,269.78,244.66,119.35,221.5
567.67,19.79,26.12,19.38,181.07,21.98,21.72,33.21,23.04,24.43,23.62,25.5,25.06,53.91,22.65,25.48,17.51,13.29,23.35,13.8,234,224.45,283.64,185.44,265.53,243.13,118.73,220.9
568.68,19.38,26.13,19.24,180.15,21.6,20.97,33.02,22.85,25.66,23.83,26.14,25.01,55.53,22.08,24.58,17.95,13.07,23.16,14.22,233.07,220.42,282.57,183.91,261.33,242.13,117.25,220.49
569.69,18.74,25.59,19.31,178.42,21.58,20.86,33.25,22.04,27.44,23.42,26.8,23.81,53.51,21.91,23.66,18.35,13.47,23.44,15.66,230.21,217.05,280.72,182.43,260.18,240.79,115.97,219.62
570.7,17.52,24.57,19.6,175.96,22.44,20.91,33.76,21.72,28.04,22.3,26.95,22.43,49.28,21.74,23.17,18.35,13.83,23.01,17.05,227.22,215.04,277.62,180.78,263.07,238.76,115.01,218.4
571.71,16,23.9,19.2,173.67,23.72,20.92,34.57,21.96,27.16,20.9,26.97,21.54,46.41,21.65,23.17,19.32,13.53,21.81,17.76,225.54,213.4,274.43,178.65,265.92,236.65,114.13,216.95
572.72,15.05,24.22,17.97,172.05,24.17,21.36,35.66,22,25.66,19.61,26.78,21.55,46.16,21.98,23.37,21.09,12.89,21.1,18.19,224.38,211.78,272.71,175.74,263.89,234.57,113.67,215.12
573.73,15.27,25.02,16.98,170.46,23.72,22.3,36.36,21.56,24.27,18.71,25.79,21.91,46.92,22.27,23.53,21.51,12.58,21.57,18.4,222.28,210.43,272.5,172.52,257.96,232.18,113.27,212.96
574.74,16.56,25.39,17.34,168.52,23.38,23.06,36.11,20.83,23.33,18.73,24.1,21.5,47.17,22.12,24.02,20.3,12.5,22.41,18.01,219.36,209.1,272.39,170.44,252.78,229.53,111.74,210.9
575.76,18.33,25,19.09,167.29,23.47,23.23,35.54,20.18,22.69,19.61,22.21,20.8,46.71,21.9,25.13,19.31,12.02,22.63,17.23,216.4,207.61,271.14,170.16,250.08,226.86,109.26,209.24
576.77,19.95,24.1,20.51,167.28,23.5,23.07,35.57,20.01,21.96,20.47,20.38,21.36,45.61,21.66,26.29,19.25,11.14,22.27,16.72,213.1,206.55,268.86,170.42,248.24,224.55,107.18,207.88
577.78,20.91,23.54,19.96,166.91,23.09,23.04,35.99,20.21,21.48,20.82,19.49,23.11,44.35,21.37,26.64,19.19,10.86,22.17,16.75,209.09,206.01,266.61,169.47,246.27,222.94,105.99,206.63
578.79,20.56,24.02,18.17,164.66,22.37,23.15,35.92,20.31,21.82,20.91,20.43,24.34,43.87,21.77,26.12,18.66,11.67,22.8,17.29,205.16,204.86,264.98,167.19,244.37,221.79,105.04,205.28
579.8,19.05,25.23,17,161.37,21.92,22.92,35.13,19.8,22.51,20.94,22.56,24.26,44.42,22.74,25.26,17.96,12.62,23.61,17.78,202.25,202.77,263.62,164.95,242.05,220.44,103.93,203.55
580.81,17.76,26.54,17.24,158.73,22.24,22.15,34.28,18.55,22.73,20.99,24,23.77,45.3,22.67,24.42,17.44,13,23.53,17.09,200.36,200.29,262.28,162.52,238.99,218.55,103.07,201.49
581.82,17.62,27.7,19.3,156.84,22.85,21.43,34,17.21,22.65,21.45,23.53,23.54,46.08,22.6,23.66,17.21,13.48,21.98,15.14,199.06,197.23,261.11,161.09,236.34,216.52,102.67,199.47
582.83,17.73,28.04,21.16,154.8,22.57,21.16,34.01,16.71,22.62,22.32,22.22,22.83,47.06,20.98,23.14,16.76,14.32,19.9,13.4,198.03,194.09,259.89,159.84,235.68,215.2,102.19,197.67
583.84,17.21,26.75,23.02,152.6,21.32,20.77,33.4,17.07,22.21,22.55,21.83,21.46,48.31,19.78,22.91,15.85,14.4,19.01,12.82,197.12,192.58,257.88,159.19,235.03,214.28,101.33,196.2
584.85,16.73,24.23,26.23,150.88,20.18,19.76,31.99,17.61,21.48,21.48,21.88,20.75,49.13,20.4,22.57,15.54,13.24,19.71,12.64,196.4,192.26,254.68,158.55,234.22,212.54,100.24,195.09
585.86,17.09,21.92,26.47,149.76,19.58,18.66,31.35,17.99,21.57,19.81,21,21.36,48.54,21.96,21.9,16.39,12.24,20.8,12.17,195.49,190.56,250.86,157.27,232.66,210.25,98.78,193.9
586.87,17.85,20.72,24.29,148.93,19.13,18.08,30.72,18.39,22.95,18.8,19.77,22,46.29,22.75,21.49,17.04,12.76,21.19,11.75,193.46,188.83,247.45,155.29,230.45,208.5,97.25,192.07
587.88,18.07,20.8,22.22,148.09,18.85,18.05,30.15,19.09,24.42,18.93,19.41,21.54,43.39,22.61,21.85,16.57,14.29,20.97,11.68,190.1,187.09,244.67,152.8,228.36,206.8,96.6,189.4
588.89,17.71,21.9,21.1,146.94,19.03,18.61,30.1,19.78,24.67,19.24,19.68,20.5,41.51,22.98,22.78,15.98,15.58,20.84,12.06,186.58,184.19,242.06,149.89,226.52,204.1,96.83,186.12
589.9,17.71,23.1,19.95,145.76,19.47,19.57,30.59,19.87,23.32,19.55,19.57,19.74,41.44,24.2,23.74,16.17,15.99,21.03,12.71,184.33,183.29,239.58,146.7,224.54,201.02,96.85,182.96
590.91,18.55,23.41,18.33,145.09,20.06,20.35,31.73,19.31,20.92,19.71,19.14,19.32,41.98,24.68,24.32,16.45,15.27,21.11,13.12,183.44,183.23,237.58,143.92,222.24,198.94,96.23,180.59
591.92,19.6,22.68,16.57,144.37,21.05,20.78,32.84,18.57,18.99,19.34,19.45,18.73,42.52,23.53,24.39,15.74,13.86,20.75,13.99,182.73,182.33,236.11,141.95,219.87,197.71,95.4,178.81
592.93,20.07,21.57,15.09,142.72,22.2,20.91,32.85,18.48,18.73,19.23,20.97,17.72,43.84,21.79,23.97,14.11,12.66,20.07,15.09,181.54,180.74,235.1,140.38,217.55,195.73,94.28,177.26
593.94,19.96,20.93,14.63,140.44,23.06,20.67,31.77,19.62,19.21,19.74,22.8,16.85,44.68,20.78,22.98,12.8,12.1,19.31,15.42,180.12,179.51,234.4,138.93,214.82,192.49,92.47,176.33
594.95,19.6,21.11,15.5,138.18,23.2,20.42,30.86,21.35,19.26,20.09,23.81,17,44.67,20.62,21.48,12.82,12.36,18.65,14.43,178.43,178.45,233.38,137.76,211.46,189.35,90.26,176.35
595.96,18.69,21.75,16.69,136.24,22.12,20.5,30.9,22.13,19.35,19.81,23.61,18.27,44.14,20.92,20.11,14.13,13.2,18.49,13.2,175.99,176.93,231.54,136.68,208.23,187.35,88.23,176.49
596.97,16.85,22.27,16.95,134.98,20.04,20.62,31.39,21.3,19.87,19.52,22.43,19.75,43.54,21.19,19.28,15.82,13.75,18.88,13.09,172.65,175.37,229.51,135.25,205.94,186.28,86.8,175.68
597.98,14.83,22.38,16.08,133.94,18.4,20.56,31.66,19.91,20.17,19.6,20.88,20.64,42.93,20.61,18.84,16.71,14.06,19.22,13.98,169.21,174.14,228.28,133.31,204.52,185.42,86.08,173.94
598.99,13.91,22.24,14.88,131.95,18.43,20.53,31.64,19.52,20.34,19.56,19.71,20.79,42.79,19.03,19.02,16.4,15.09,19.27,14.46,167.14,172.66,227.45,131.28,203.07,184.08,85.41,172.02
600,14.19,21.9,14.3,129.07,19.49,20.48,31.8,20.23,20.93,19.02,19.48,20.57,43.16,17.81,19.81,15.59,16.59,19.42,13.84,166.69,170.93,225.77,129.6,200.75,182.03,84.49,170.11
601,14.55,21.24,14.72,126.65,19.93,20.06,32.22,20.56,21.56,18.58,20.23,20.06,42.64,18.11,20.42,14.87,17.37,19.79,12.84,166.03,169.45,222.77,128.19,198.16,179.85,85.43,167.95
602.14,14.22,20.73,15.9,125.48,19.19,19.21,31.92,19.79,21.72,19,21.2,18.88,40.76,19.36,20.71,13.9,16.92,19.92,12.15,163.67,167.86,219.1,127.09,196.58,178.21,85.77,165.63
603.28,13.81,21.01,17,124.92,17.83,18.29,30.67,18.78,21.64,19.7,21.48,17.38,39.09,20.34,21.01,12.39,15.46,19.45,11.77,160.49,165.9,215.87,126.57,195.67,176.97,84.4,163.58
604.41,14.04,21.79,17.15,124.25,16.61,17.7,30.24,17.92,21.65,19.58,21.11,16.41,38.69,20.38,20.78,10.89,13.7,18.65,12.08,158.16,164.04,213.74,126.51,194.25,175.3,82.36,162.08
605.55,14.48,22.01,16.33,123.6,16.41,17.59,31.7,17.13,21.73,18.64,20.73,16.03,39.16,19.41,19.55,10.19,12.28,18.05,13.66,156.66,162.31,212.34,126.25,192.46,173.02,80.73,160.95
606.69,14.53,21.22,15.83,122.86,17.38,17.92,33.54,16.88,21.79,18,20.53,16.03,40.33,17.97,18.11,10.44,11.17,17.87,15.96,155.22,160.4,210.73,124.97,190.63,170.96,79.67,159.79
607.83,14.43,19.95,15.34,121.49,18.55,18.6,34.07,17.05,21.83,18.71,20.49,16.58,41.95,16.92,17.69,11.08,10.35,18.1,17.3,154.02,158.67,208.34,122.27,188.46,169.4,79.09,158.43
608.97,14.56,18.81,14.94,119.71,18.97,19.37,33.32,16.74,21.7,20.43,20.96,17.28,42.9,16.83,18.98,11.67,10.27,18.82,16.35,153.05,157.4,205.49,118.91,186.06,167.6,78.7,157.06
610.1,14.7,17.91,15.24,118.34,18.45,19.79,32.25,15.66,21.47,21.62,21.74,17.57,42.56,17.39,21.5,12.63,10.65,19.69,13.57,151.55,155.89,203.24,116.26,183.66,165.12,78.08,155.46
611.24,14.63,17.21,15.42,117.53,17.41,19.74,31.53,14.32,21.36,21.24,22.11,17.99,41.71,17.77,23.69,14.14,10.68,20.2,10.96,149.5,153.52,202.26,114.68,181.18,162.28,77.27,153.12
612.38,14.55,17.1,14.53,116.69,16.58,19.37,30.98,13.38,21.31,19.6,22.21,19.09,41.4,17.61,24.15,15.38,10.54,20.25,10.05,147.46,150.81,201.98,113.52,179.03,159.94,76.63,150.53
613.52,14.54,18.26,13.01,115.4,16.72,18.82,30.38,13.14,20.91,17.84,22.46,20.23,41.41,17.38,23.01,15.79,10.66,19.72,10.85,145.51,148.61,201.49,112.47,178.29,159.11,76.26,148.84
614.66,14.32,20.21,12.58,114.1,17.84,18.27,30.2,13.11,20.01,16.97,22.43,20.71,40.93,17.33,21.44,15.8,10.44,18.42,12.4,143.63,147.15,200.57,111.82,177.55,159.55,75.66,148.1
615.79,13.79,21.42,14.32,113.12,18.81,17.77,30.49,12.76,19.51,16.93,21.73,20.47,40.11,17.1,19.99,15.91,9.57,16.85,13.52,141.85,145.9,199.23,111.07,176.27,159.39,74.2,147.51
616.93,13.19,21.68,17.14,111.67,18.5,17.21,30.26,12.47,20,16.76,20.92,19.64,39.64,16.66,18.78,16.35,9.44,16.02,13.47,140.08,144.26,197.12,109.51,174.73,157.69,71.93,146.65
618.07,12.88,22,18.94,109.38,17.39,16.69,29,12.98,20.25,16.19,20.47,18.66,39.65,16.51,18.47,17.06,11.17,16.16,12.44,138.55,142.35,194,107.76,172.68,155.61,69.53,145.35
619.21,12.99,22.12,18.81,107.02,16.84,16.86,27.33,14.37,19.14,16.07,20,18.03,39.9,16.46,19.43,17.45,13.42,16.64,11.28,137.22,140.73,190.32,106.83,170.08,154.01,67.37,143.22
620.34,13.24,21.47,17.25,105.17,17.07,18.22,25.76,15.84,17.36,17.03,19.09,17.59,40.54,16.12,20.59,17.09,14.19,17.35,10.83,135.7,139.54,187.01,106.41,167.47,152.21,65.92,140.35
621.48,13.17,20.58,15.26,104.12,17.19,20.03,24.9,16.71,16.05,18.37,18.05,16.9,41.7,15.87,20.79,16.33,13.22,18.52,11.41,134.25,138.59,184.62,105.41,165.16,150.02,65.89,137.89
622.62,12.85,20,13.87,104.25,16.65,21.17,25.44,16.66,15.89,18.83,17.57,16.14,42.66,15.94,20.34,15.84,11.61,19.58,12.64,133.26,137.88,182.81,103.49,162.65,147.98,66.92,136.94
623.76,12.86,19.93,13.89,104.69,15.69,21.61,26.89,15.62,16.81,18.12,17.88,16.07,42.51,16.1,20.19,15.97,10.44,19.73,13.71,131.93,137.48,180.82,101.66,160.14,146.01,67.35,136.86
624.9,13.53,20.51,14.92,103.79,15.02,21.7,28.2,14.16,17.49,17.22,18.61,17.05,42.37,16.7,20.33,16.56,9.9,19.04,13.86,129.04,137.39,178.36,100.82,158.55,143.97,66.18,136.28
626.03,14.17,21.07,15.38,101.18,14.93,21.25,29.32,12.97,16.86,16.93,19.35,17.96,41.04,17.95,20.28,17,9.59,18.1,13,124.74,137.3,175.94,100.45,157.68,142.05,64.22,134.95
627.17,13.83,20.73,14.46,97.87,14.97,20.09,30.51,12.19,15.58,17.05,19.66,17.54,40.33,19.01,19.84,16.27,9.53,17.51,11.97,120.5,136.93,174.47,99.77,156.34,140.17,62.85,133.39
628.31,12.9,19.81,13,94.84,14.85,18.82,31.45,11.67,14.77,17.14,19.18,16.21,41.27,19.32,19,14.3,9.99,17.77,11.5,118.05,135.65,174.14,98.58,154.11,138.25,62.44,131.75
629.45,12.67,19.09,12.1,92.56,15.02,18.37,31.32,11.28,15.1,16.89,18.1,14.75,43.04,19.17,18.12,12.63,10.76,18.82,10.89,118.2,133.22,173.94,96.96,151.55,136.52,62.76,129.95
630.59,12.9,18.68,12.06,91.16,15.87,18.71,29.83,11.42,16.72,16.27,17,13.19,44.07,18.71,17.97,12.19,11.34,19.57,9.49,119.75,130.42,172.62,95.18,149.15,135.13,63.63,128.39
631.72,12.46,18.69,12.29,90.4,16.48,18.74,28.33,12.42,18.44,15.48,16.22,11.98,43.61,18.06,18.61,12.07,11.29,19.11,8.24,120.45,128.01,170.18,93.48,147.04,133.91,64.2,127.72
632.86,11.75,19.41,12.52,89.75,15.5,17.79,28.37,13.22,18.58,14.72,16.16,11.79,42.28,17.39,19.29,11.41,10.55,17.74,7.81,119.74,125.54,167.61,91.98,145.46,132.33,63.17,127.62
634,11.85,20.11,12.85,88.95,13.79,16.34,29.16,12.85,17.52,14.36,16.86,12.37,41.3,16.67,19.58,10.74,9.69,16.08,7.59,118.46,122.53,164.86,90.97,144.46,130.12,60.94,126.9
635.14,12.56,19.3,12.59,88.17,13.89,15.29,28.91,12.57,16.72,14.78,17.3,13.34,40.71,16.07,19.49,10.84,9.02,14.69,7.59,116.54,119.52,161.28,89.89,143.54,127.96,59.3,125.23
636.28,12.95,17.16,11.85,87.52,15.76,15.21,27.93,12.29,15.11,15.39,16.08,14.46,39.93,15.92,18.96,11.67,8.32,14.17,8.53,113.66,117.15,157.75,87.32,142.03,126.65,58.98,123.27
637.41,12.82,15.8,11.01,87.18,16.51,15.73,27.7,12.4,14.58,15.41,16.11,15.02,39.43,15.98,18.16,12.47,7.85,14.46,10.08,110.7,115.53,155.71,83.51,139.72,125.89,58.83,121.12
638.55,12.48,16.23,10.27,87.28,15.07,15.96,28.3,12.44,15.28,14.98,16.93,14.58,39.75,16.04,17.52,12.51,8.21,14.88,11.17,108.47,114.78,154.85,80.54,137.01,124.89,57.52,118.3
639.69,12.15,16.9,9.98,87.25,13.41,15.88,29.36,12.08,16.74,14.48,18.05,13.74,40.05,16.29,17.12,11.97,9.24,15.12,11.23,106.59,114.66,153.91,78.99,134.67,123.28,55.32,115.16
640.83,12.01,16.24,10.66,86.3,12.84,15.9,30.76,11.86,17.86,14.22,18.48,13.5,39.51,16.61,16.38,11.7,10.1,15.18,10.36,104.54,114.35,152.38,77.86,132.91,121.16,53.26,112.69
641.97,12.15,14.96,12.1,84.33,12.85,15.69,31.71,11.6,18.08,14.63,17.64,14.42,38.73,16.62,15.01,12.31,10.17,15,9.15,102.46,113.42,150.4,77,131.1,119,51.77,111.36
643.1,12.3,14.7,13.51,81.96,13.08,15.16,31.63,11.25,18,15.37,16.48,15.87,38.48,16.36,13.86,13.49,9.72,14.78,8.28,100.8,111.89,148.09,76.75,129.16,117.46,50.91,110.57
644.24,11.82,15.67,14.49,79.56,13.54,15.11,31.2,11.8,18.4,15.72,16.45,16.5,38.47,15.95,13.89,14.17,9.59,15.06,8.01,99.58,110.04,145.61,76.5,127.42,116.55,50.63,109.35
645.38,10.41,16.8,15.25,77.01,13.71,15.75,30.96,13.02,18.61,16.07,17.62,16.04,38.19,15.39,14.8,13.72,10.09,15.78,8.36,98.38,108.53,143.42,75.72,125.53,115.38,50.82,107.44
646.52,8.77,17.1,16.14,75.03,13.02,15.99,30.37,13.41,17.69,16.71,18.83,15.73,37.71,14.56,15.56,12.83,10.17,15.84,8.84,97.33,107.71,141.89,74.76,124.58,113.38,51.4,105.21
647.66,7.72,16.44,17.18,74.71,11.78,15.19,28.86,13.08,16.18,16.61,19.31,16.07,37.67,13.42,15.77,12.44,8.93,14.67,8.73,97.02,106.94,140.52,73.64,123.63,111.38,51.92,103.24
648.79,7.56,15.8,17.91,75.08,10.89,14.27,27.01,13.45,15.49,15.29,19.22,15.93,38.51,12.45,15.68,12.29,7.5,13.18,7.95,96.8,105.54,138.51,71.9,122.43,110.07,51.66,102.22
649.93,8.36,16.19,17.85,73.99,10.89,14.25,26.09,14.23,16.3,13.98,19.08,14.61,39.38,12.37,15.61,11.71,7.4,12.73,7.17,95.32,103.75,136.24,69.94,121.57,108.6,50.42,101.97
651.07,9.45,16.96,17.04,71.23,11.59,14.8,26.72,13.82,17.97,13.9,19.4,13.18,39.19,12.89,15.91,10.87,8.21,13.73,7.18,92.81,102.33,135.06,68.61,120.17,106.39,48.74,101.19
652.21,9.61,16.6,15.83,68.59,11.98,14.81,28.28,12.51,19.16,13.83,20.1,12.75,38.29,13.03,16.59,10.37,8.49,15.07,8.23,90.52,101.24,135.2,67.79,118.39,104.39,47.39,99.26
653.34,8.98,15.17,14.1,67.52,11.06,14.14,29.39,12.18,19.07,14.54,20.7,13.31,37.31,13.05,16.75,10.51,7.88,15.22,9.62,88.96,99.56,135.14,66.6,116.82,103.14,46.63,97.01
654.48,8.9,14,11.81,67.82,9.25,13.64,29.24,12.99,18.16,15.09,20.53,14.14,36.33,14.08,13.82,12.42,7.35,13.45,10.36,87.97,96.99,129.68,64.93,115.22,101.91,46.01,95.34
655.62,9.48,13.78,10.18,68.1,8.18,13.78,29.1,13.08,17.34,15.08,19.06,14.69,35.44,15.8,12.59,13.17,8.18,13.03,9.92,87.55,94.24,126.18,63.37,113.14,100.7,45.76,94.36
656.76,9.98,14.3,10.4,67.15,8.84,14.17,27.5,11.72,16.51,14.89,16.93,15.09,34.99,16.53,12.54,13.08,10.12,13.15,8.95,87.3,91.81,124.15,62.3,110.9,100.33,46.32,93.5
657.9,10.31,15.41,11.19,65.19,10.21,14.35,25.5,10.35,15.41,14.68,15.65,15.4,35.17,15.83,13.26,13,11.08,14.04,9.1,86.31,89.72,123.12,61.92,108.88,100.5,46.56,92.23
659.03,10.15,17.2,11.97,63.58,10.71,14.53,24.46,10.06,14.82,14.33,15.72,15.01,35.35,14.94,13.84,13.5,10.15,14.79,10.78,84.39,88.32,121.82,62.44,106.95,100.32,45.29,90.78
660.17,9.03,19.16,13.65,63.14,10.46,15.09,25.02,10.31,14.99,14.53,16.48,13.94,36.2,14.72,13.77,13.64,8.71,14.29,12.09,82.32,88.01,120.06,63.18,104.86,99.43,43.45,89.79
661.31,7.81,20.19,14.45,63.44,10.6,15.79,26.06,10.58,15.15,15.91,17.35,12.94,36.56,14.6,13.63,13.1,7.82,13.05,11.78,80.48,88.73,118.45,63.04,102.49,97.59,42.42,89.51
662.45,7.57,20.05,13.66,63.7,11.18,16.21,26.47,11.01,15.12,17.37,17.75,12.08,36.36,13.82,14.03,12.85,7.33,12.41,10.85,78.35,89.96,117.33,61.87,99.82,94.79,42.12,89.35
663.59,7.79,19.05,11.58,63.32,11.61,16.63,26.68,11.29,15.13,17.36,17,11.38,36.55,12.58,14.21,13.08,7.47,12.74,10.28,75.79,90.26,116.64,59.95,97.53,91.96,41.73,88.51
664.72,7.6,17.26,9.43,62.06,11.89,17.46,27.05,11.12,15.04,15.96,15.32,11.34,37.7,11.46,13.51,12.94,8.1,13.6,9.51,73.44,90.57,116.01,57.67,96.44,89.92,40.8,86.97
665.86,7.12,15.76,8.31,60.13,12.14,18.44,26.91,11.15,14.82,14.37,14.29,11.75,39.39,10.96,12.94,12.04,7.99,14.55,8.26,72.11,89.29,114.73,56.22,96.27,88.51,39.46,85.35
667,6.63,16.15,8.78,57.77,12.44,18.93,26.17,11.77,14.65,13.2,14.68,11.72,40.53,11.82,13.51,10.82,7.02,14.91,7.24,71.94,86.09,112.4,56.54,96.15,87.31,38.35,83.89
668.14,6.3,17.75,10.34,55.06,12.95,18.57,25.48,12.12,14.43,12.36,14.99,11.22,40.21,13.94,14.6,9.88,6.69,14.08,6.99,71.76,82.86,109.22,57.98,95.98,86.08,37.91,82.63
669.28,6.55,18.3,11.41,52.59,13.25,17.65,24.99,11.41,14.03,12.2,13.93,10.92,38.63,15.76,14.98,9.37,7.56,12.76,7.37,70.22,81.6,105.97,58.81,96.14,84.85,37.79,81.53
670.41,7.57,17.05,11.32,51.22,12.55,16.47,24.53,10.21,13.59,13.25,12.56,10.82,36.78,16.15,14.32,9.18,8.53,12.29,7.9,68.06,81.87,103.48,57.78,95.97,83.82,37.38,80.41
671.55,8.86,15.27,10.9,50.56,11.19,15.05,24.4,9.36,13.24,14.82,12.4,10.19,35.34,16.07,13.54,9.36,8.67,12.57,8.3,67.07,81.36,101.56,55.33,94.12,83.14,36.62,78.99
672.69,9.94,14.64,10.72,49.41,10.26,13.61,25.01,9.16,12.96,15.37,13.14,9.01,34.63,16.91,13.56,9.81,8.12,12.37,8.87,66.85,79.13,99.6,52.64,90.7,82.46,35.98,77.14
673.83,10.49,15.49,10.6,47.71,9.7,12.61,25.94,9.56,12.95,14.72,13.56,8.35,34.57,18.09,14.04,10.22,7.25,11.52,9.68,65.91,76.61,97.88,50.27,87.49,80.83,35.84,75.19
674.97,10.25,16.16,10.55,46.67,7.93,12.27,26.39,10.31,13.4,14.24,13.55,8.8,34.71,17.84,14.34,10.19,6.24,10.78,9.9,64.35,75.19,96.82,48.47,85.6,78.37,36.06,73.69
676.1,9.77,15.07,10.54,46.65,8.49,12.66,26.09,11.03,13.96,14.54,13.77,9.33,34.86,16.02,14.56,9.63,5.79,10.24,8.82,61.45,74.94,95.92,47.52,84.54,76.32,36.45,72.54
677.24,10.08,13.15,10.15,46.84,9.79,13.62,25.27,11.25,13.9,14.48,14.32,9.39,35.44,14.18,14.83,9.13,6.51,10.13,7.3,60.26,75.48,94.59,47.31,83.37,75.04,36.92,71.47
678.38,11.25,13.12,9.47,46.85,10.37,14.47,24.41,10.45,13.07,13.17,14.55,10.15,36.75,13.32,15.04,9.33,7.74,11.08,6.83,59.68,75.97,92.97,47.4,81.89,73.96,37.28,70.78
679.52,12.04,15.87,9.48,46.73,9.94,14.37,23.98,9.09,12.42,11.32,14.3,10.68,38.21,13.18,15.17,10,8.52,12.14,7.48,59.24,75.08,91.28,47.22,81.26,73.08,37.3,70.25
680.66,11.23,19.01,10.45,46.13,9.22,13.34,24.02,8.51,12.56,9.85,14.23,10.26,38.7,13.2,15.07,10.65,8.85,11.87,8.08,57.91,72.81,89.52,46.25,80.63,72.53,36.72,68.87
681.79,9.14,19.81,11.46,45.04,8.88,12.37,24.08,9.18,12.59,9.11,14.32,9.7,37.65,13.21,14.65,11.13,8.63,11.03,8.05,55.79,70.67,88.08,44.64,79.98,71.84,35.58,66.76
682.93,7.42,17.98,12.17,43.77,9.14,12.34,23.83,10.26,11.86,9.55,13.84,10.07,35.64,13.28,14.27,11.35,7.66,11.13,7.71,54.22,69.31,87.6,43.1,79.45,70.3,34.18,65.09
684.07,6.95,15.27,12.56,41.99,9.49,12.95,23.57,10.69,11.48,11.24,12.98,10.85,33.66,13.43,14.07,11.31,6.94,12.18,7.65,53.74,68.05,87.74,41.93,78.14,67.74,32.62,64.26
685.21,7.18,13.43,12.96,39.74,9.11,13.4,23.82,10.16,12.14,12.94,12.61,10.53,32.16,13.5,13.89,11.26,7.24,13.35,8.18,53.13,66.48,87.32,40.7,75.93,64.79,31.29,63.71
686.34,7.68,12.68,13.56,38.2,8.5,13.57,24.47,9.25,12.62,13.47,12.92,9.47,31.06,12.85,13.66,11.26,7.77,14.08,9.05,51.45,64.55,85.64,39.26,73.7,62.4,31.13,62.94
